Case_ID,Suspect_ID,First_Name,Middle_Name,Last_Name,Alias,Sex,Race,Nationality,Date_of_Birth,Age,Height_cm,Weight_kg,Eye_Color,Hair_Color,Skin_Tone,Blood_Type,Dominant_Hand,Scars,Tattoos,Facial_Hair,Occupation,Marital_Status,Address,City,Province,Postal_Code,Phone_Number,Crime_Type,Crime_Severity,Case_Status,Officer_Assigned,Evidence_Count,Fingerprint_Match,DNA_Match,Arrest_Date,Case_Open_Date,Case_Close_Date,Sentence_Years,Mugshot_ID,Notes
C100496,S200496,Ethan,,Lee,,Female,East Asian,Canadian,1992-08-19,34,199,53,Blue,Blonde,Dark,A+,Left,None,Dragon,Beard,Unknown,Single,897 Main St,Ottawa,Ontario,L24A1,555-2932,Fraud,1,Under Investigation,A. Brown,11,No,No,2024-11-02,2024-10-26,,8,MG300496,Synthetic training record
C100497,S200497,Liam,,Brown,,Female,Latino,Canadian,1993-10-13,33,199,110,Brown,Red,Medium,AB+,Left,Small scar,Rose,None,Unknown,Married,589 Main St,Brampton,Ontario,L62A9,555-9364,Burglary,3,Under Investigation,J. Carter,20,No,Yes,2024-12-07,2024-11-27,,10,MG300497,Synthetic training record
C100498,S200498,Ethan,,Wilson,,Male,East Asian,Canadian,1995-04-14,31,150,81,Green,Red,Medium,A-,Right,Forearm scar,Tribal,Beard,Unknown,Single,720 Main St,London,Ontario,L23A2,555-1383,Theft,4,Open,M. Singh,17,No,No,2026-01-01,2025-12-26,,15,MG300498,Synthetic training record
C100499,S200499,Noah,,Johnson,,Female,Black,Canadian,1980-01-24,46,166,83,Blue,Brown,Light,B+,Right,Small scar,Dragon,Beard,Unknown,Married,67 Main St,Waterloo,Ontario,L69A6,555-1272,Vandalism,4,Open,S. Patel,23,Yes,No,2025-06-22,2025-06-21,,18,MG300499,Synthetic training record
C100500,S200500,Param,,Taylor,,Female,Indigenous,Canadian,1986-07-07,40,157,116,Brown,Brown,Light,AB+,Right,Forearm scar,None,Mustache,Unknown,Single,310 Main St,Hamilton,Ontario,L97A5,555-1763,Fraud,4,Under Investigation,M. Singh,25,No,Yes,2025-10-16,2025-10-06,,1,MG300500,Synthetic training record
C100501,S200501,Olivia,,Williams,,Male,Latino,Canadian,1964-11-27,62,168,99,Brown,Brown,Dark,O+,Left,Small scar,Rose,None,Unknown,Married,327 Main St,Waterloo,Ontario,L48A9,555-5360,Theft,4,Open,A. Brown,22,No,Yes,2025-09-21,2025-09-18,,20,MG300501,Synthetic training record
C100502,S200502,Mason,,Martin,,Female,Indigenous,Canadian,1982-01-21,44,185,85,Green,Gray,Light,B+,Left,Small scar,Dragon,None,Unknown,Married,975 Main St,Hamilton,Ontario,L52A6,,Theft,1,Closed,A. Brown,11,No,No,2025-07-05,2025-07-03,2025-08-05,4,MG300502,Synthetic training record
C100503,S200503,Mason,,Wilson,,Female,Black,Canadian,1992-10-06,34,177,73,Brown,Red,Medium,A+,Left,None,Tribal,Mustache,Unknown,Single,760 Main St,Brampton,Ontario,L45A8,555-4991,Vandalism,2,Open,M. Singh,6,Yes,No,2024-03-14,2024-03-13,,1,MG300503,Synthetic training record
C100504,S200504,Lucas,,Williams,,Female,Indigenous,Canadian,1979-02-26,47,200,50,Blue,Red,Light,A-,Right,Small scar,Rose,Beard,Unknown,Single,990 Main St,Toronto,Ontario,L17A5,555-7225,Fraud,5,Closed,J. Carter,24,Yes,No,2024-07-16,2024-07-15,2024-10-27,12,MG300504,Synthetic training record
C100505,S200505,Sophia,,Garcia,,Female,Black,Canadian,1994-03-04,32,200,52,Green,Blonde,Dark,B+,Left,Forearm scar,Dragon,Mustache,Unknown,Married,460 Main St,Ottawa,Ontario,L64A5,555-9557,Cybercrime,3,Closed,M. Singh,18,No,Yes,2025-08-27,2025-08-22,2025-09-26,16,MG300505,Synthetic training record
C100506,S200506,Mia,,Patel,,Male,Middle Eastern,Canadian,1968-11-17,58,150,60,Blue,Blonde,Dark,O+,Left,Small scar,None,Beard,Unknown,Married,763 Main St,Hamilton,Ontario,L12A2,555-5665,Theft,5,Open,J. Carter,19,No,Yes,2026-01-13,2026-01-09,,12,MG300506,Synthetic training record
C100507,S200507,Ethan,,Smith,,Female,Black,Canadian,2008-02-17,18,151,100,Blue,Black,Medium,A+,Left,Forearm scar,None,Mustache,Unknown,Single,791 Main St,Brampton,Ontario,L64A0,555-2206,Assault,2,Under Investigation,L. Chen,4,Yes,Yes,2026-02-03,2026-02-03,,11,MG300507,Synthetic training record
C100508,S200508,Liam,,Taylor,,Female,South Asian,Canadian,1975-06-26,51,169,75,Hazel,Blonde,Medium,A-,Left,None,Rose,Beard,Unknown,Married,369 Main St,Toronto,Ontario,L66A3,555-9228,Cybercrime,4,Closed,M. Singh,1,Yes,No,2025-06-23,2025-06-23,2026-03-17,16,MG300508,Synthetic training record
C100509,S200509,Amelia,,Chen,,Female,East Asian,Canadian,1959-01-02,67,168,60,Brown,Blonde,Medium,A+,Right,Small scar,Dragon,Mustache,Unknown,Married,777 Main St,Brampton,Ontario,L58A6,555-3007,Robbery,4,Open,J. Carter,6,Yes,No,2024-05-22,2024-05-16,,18,MG300509,Synthetic training record
C100510,S200510,Liam,,Brown,,Male,Indigenous,Canadian,1961-09-09,65,180,111,Brown,Red,Dark,A-,Right,Small scar,None,None,Unknown,Married,709 Main St,Toronto,Ontario,L87A9,555-2466,Vandalism,4,Closed,S. Patel,15,Yes,No,2026-01-17,2026-01-13,2026-02-17,10,MG300510,Synthetic training record
C100511,S200511,Mia,,Patel,,Female,White,Canadian,2008-09-23,18,190,91,Green,Gray,Light,A-,Right,Forearm scar,Rose,None,Unknown,Single,611 Main St,Brampton,Ontario,L28A2,555-7492,Cybercrime,4,Open,A. Brown,4,Yes,No,2024-05-11,2024-05-06,,18,MG300511,Synthetic training record
C100707,S200512,Ethan,,Martin,,Female,Black,Canadian,1987-01-07,39,179,57,Green,Gray,Dark,A+,Right,None,None,Mustache,Unknown,Single,30 Main St,Hamilton,Ontario,L51A8,555-4950,Vandalism,3,Under Investigation,A. Brown,5,Yes,No,2024-08-01,2024-08-01,,0,MG300512,Synthetic training record
C100513,S200513,Olivia,,Patel,,Male,East Asian,Canadian,1971-09-22,55,156,50,Brown,Red,Medium,A-,Left,None,Dragon,Beard,Unknown,Single,71 Main St,Hamilton,Ontario,L10A1,555-2291,Vandalism,3,Closed,A. Brown,2,No,No,2025-09-11,2025-09-09,2026-04-13,14,MG300513,Synthetic training record
C100514,S200514,Liam,,Taylor,,Male,Indigenous,Canadian,1958-11-23,68,183,69,Hazel,Black,Dark,B+,Right,Small scar,Dragon,None,Unknown,Married,370 Main St,Ottawa,Ontario,L79A7,555-5547,Burglary,5,Under Investigation,A. Brown,6,No,No,2024-03-31,2024-03-22,,11,MG300514,Synthetic training record
C100515,S200515,Param,,Lee,,Male,Middle Eastern,Canadian,1981-10-08,45,184,113,Brown,Brown,Dark,A-,Right,Small scar,Dragon,Mustache,Unknown,Single,28 Main St,Waterloo,Ontario,L71A3,555-4513,Assault,1,Under Investigation,S. Patel,10,No,Yes,2026-04-05,2026-03-28,,19,MG300515,Synthetic training record
C100516,S200516,Arjun,,Johnson,,Female,East Asian,Canadian,1966-05-02,60,169,115,Hazel,Black,Dark,O+,Right,Forearm scar,None,Beard,Unknown,Married,50 Main St,Ottawa,Ontario,L68A1,555-6835,Fraud,3,Closed,A. Brown,1,No,No,2024-01-29,2024-01-23,2024-10-02,4,MG300516,Synthetic training record
C100517,S200517,Priya,,Chen,,Female,Latino,Canadian,1966-06-05,60,180,91,Brown,Gray,Light,A+,Right,None,None,None,Unknown,Married,511 Main St,Waterloo,Ontario,L25A1,555-2141,Vandalism,2,Open,M. Singh,7,No,Yes,2024-03-29,2024-03-21,,19,MG300517,Synthetic training record
C100518,S200518,Liam,,Garcia,,Female,Black,Canadian,1985-06-20,41,176,80,Blue,Red,Dark,B+,Left,Forearm scar,Dragon,Mustache,Unknown,Married,561 Main St,Toronto,Ontario,L51A9,555-5188,Fraud,4,Under Investigation,J. Carter,7,No,No,2024-12-26,2024-12-21,,9,MG300518,Synthetic training record
C100519,S200519,Lucas,,Martin,,Female,Black,Canadian,1986-08-17,40,163,84,Blue,Blonde,Light,AB+,Left,Forearm scar,None,None,Unknown,Married,895 Main St,Waterloo,Ontario,L53A7,555-8928,Fraud,2,Under Investigation,L. Chen,22,No,No,2024-06-11,2024-06-05,,9,MG300519,Synthetic training record
C100520,S200520,Amelia,,Williams,,Female,White,Canadian,1991-02-10,35,162,114,Brown,Blonde,Medium,A+,Left,Forearm scar,None,Beard,Unknown,Married,703 Main St,Hamilton,Ontario,L67A0,555-2540,Assault,1,Closed,S. Patel,6,Yes,Yes,2024-06-24,2024-06-21,2024-10-15,5,MG300520,Synthetic training record
C100521,S200521,Param,,Williams,,Male,East Asian,Canadian,1971-08-07,55,200,62,Blue,Red,Dark,A+,Left,Forearm scar,Dragon,Mustache,Unknown,Single,580 Main St,Mississauga,Ontario,L74A1,555-9819,Cybercrime,4,Closed,J. Carter,14,Yes,Yes,2025-06-10,2025-05-31,2026-01-08,11,MG300521,Synthetic training record
C100522,S200522,Amelia,,Williams,,Female,Middle Eastern,Canadian,2007-10-17,19,197,105,Green,Red,Light,A-,Left,Small scar,Rose,Beard,Unknown,Married,109 Main St,Hamilton,Ontario,L69A6,555-9581,Theft,5,Open,J. Carter,25,No,Yes,2025-08-14,2025-08-14,,19,MG300522,Synthetic training record
C100523,S200523,Sophia,,Chen,,Female,White,Canadian,1996-01-17,30,160,102,Blue,Black,Light,A+,Right,None,Tribal,Beard,Unknown,Married,629 Main St,Waterloo,Ontario,L47A1,555-3799,Cybercrime,1,Open,J. Carter,3,No,No,2024-06-06,2024-05-28,,15,MG300523,Synthetic training record
C100524,S200524,Emma,,Lee,,Female,Middle Eastern,Canadian,2003-03-14,23,163,64,Hazel,Red,Dark,AB+,Right,Forearm scar,Tribal,Mustache,Unknown,Married,181 Main St,Brampton,Ontario,L10A3,555-9085,Theft,3,Under Investigation,S. Patel,15,No,Yes,2024-07-17,2024-07-12,,16,MG300524,Synthetic training record
C100525,S200525,Ethan,,Brown,,Male,White,Canadian,1995-04-28,31,157,52,Green,Red,Light,AB+,Left,None,None,Beard,Unknown,Married,896 Main St,Waterloo,Ontario,L84A1,555-1955,Theft,5,Open,M. Singh,12,No,No,2025-05-10,2025-05-07,,9,MG300525,Synthetic training record
C100526,S200526,Priya,,Chen,,Female,South Asian,Canadian,1979-10-26,47,166,90,Hazel,Blonde,Medium,A-,Right,Small scar,None,Beard,Unknown,Married,188 Main St,Brampton,Ontario,L98A0,555-8929,Burglary,1,Closed,A. Brown,21,No,Yes,2024-03-14,2024-03-14,2024-06-28,16,MG300526,Synthetic training record
C100527,S200527,Param,,Chen,,Male,White,Canadian,1966-12-23,60,160,66,Green,Red,Dark,AB+,Right,None,Tribal,Mustache,Unknown,Married,663 Main St,London,Ontario,L40A0,555-6150,Fraud,5,Open,J. Carter,19,No,Yes,2024-07-22,2024-07-17,,16,MG300527,Synthetic training record
C100528,S200528,Lucas,,Patel,,Male,Black,Canadian,1991-10-12,35,167,65,Blue,Black,Dark,AB+,Left,Small scar,Tribal,Beard,Unknown,Single,135 Main St,Hamilton,Ontario,L43A5,555-8683,Burglary,5,Under Investigation,M. Singh,13,Yes,Yes,2025-03-17,2025-03-08,,12,MG300528,Synthetic training record
C100529,S200529,Aiden,,Taylor,,Female,Indigenous,Canadian,1982-10-09,44,150,93,Brown,Blonde,Medium,B+,Left,None,None,None,Unknown,Married,567 Main St,Waterloo,Ontario,L52A8,555-4591,Vandalism,1,Open,J. Carter,20,Yes,No,2025-04-11,2025-04-07,,17,MG300529,Synthetic training record
C100530,S200530,Sophia,,Wilson,,Male,White,Canadian,1987-06-18,39,164,101,Blue,Gray,Light,A-,Right,Forearm scar,Dragon,Mustache,Unknown,Married,710 Main St,Brampton,Ontario,L41A7,555-3823,Burglary,5,Open,M. Singh,11,No,Yes,2025-11-25,2025-11-16,,17,MG300530,Synthetic training record
C100531,S200531,Olivia,,Brown,,Male,Latino,Canadian,1992-08-24,34,167,71,Blue,Red,Medium,O+,Left,Small scar,Dragon,Mustache,Unknown,Married,144 Main St,Mississauga,Ontario,L44A7,555-6537,Cybercrime,2,Closed,S. Patel,9,No,Yes,2024-10-20,2024-10-12,2025-04-25,6,MG300531,Synthetic training record
C100532,S200532,Param,,Smith,,Female,White,Canadian,1977-03-06,49,186,104,Hazel,Brown,Light,A-,Left,Small scar,Dragon,None,Unknown,Single,342 Main St,London,Ontario,L50A7,555-5737,Cybercrime,3,Under Investigation,S. Patel,9,Yes,No,2025-06-01,2025-05-27,,1,MG300532,Synthetic training record
C100533,S200533,Aiden,,Martin,,Female,Indigenous,Canadian,1995-03-14,31,194,79,Hazel,Gray,Light,B+,Right,None,Dragon,Mustache,Unknown,Single,608 Main St,Waterloo,Ontario,L77A6,555-7182,Cybercrime,5,Open,L. Chen,17,No,No,2025-06-01,2025-05-26,,10,MG300533,Synthetic training record
C100534,S200534,Lucas,,Smith,,Female,White,Canadian,1970-01-04,56,154,93,Blue,Red,Dark,O+,Left,Forearm scar,Rose,Mustache,Unknown,Single,933 Main St,Toronto,Ontario,L83A3,555-9414,Robbery,3,Closed,L. Chen,3,No,No,2024-06-25,2024-06-25,2024-07-24,13,MG300534,Synthetic training record
C100535,S200535,Ethan,,Taylor,,Female,Black,Canadian,1990-12-14,36,157,77,Hazel,Black,Dark,A-,Right,Forearm scar,Dragon,Mustache,Unknown,Single,404 Main St,Mississauga,Ontario,L74A4,555-6720,Fraud,5,Open,M. Singh,21,No,Yes,2026-02-22,2026-02-15,,4,MG300535,Synthetic training record
C100536,S200536,Olivia,,Taylor,,Female,White,Canadian,1974-08-15,52,189,70,Green,Blonde,Medium,AB+,Left,Small scar,Tribal,Beard,Unknown,Married,710 Main St,Hamilton,Ontario,L17A6,555-4178,Burglary,5,Closed,M. Singh,12,Yes,Yes,2024-09-22,2024-09-22,2025-02-26,13,MG300536,Synthetic training record
C100537,S200537,Param,,Garcia,,Female,White,Canadian,1973-12-21,53,174,73,Green,Brown,Medium,A-,Right,Forearm scar,Tribal,Mustache,Unknown,Single,465 Main St,Toronto,Ontario,L32A8,555-5126,Cybercrime,5,Open,A. Brown,5,Yes,No,2026-02-01,2026-02-01,,19,MG300537,Synthetic training record
C100538,S200538,Priya,,Lee,,Male,Middle Eastern,Canadian,1996-01-23,30,156,95,Blue,Blonde,Light,B+,Left,Small scar,Tribal,Mustache,Unknown,Married,987 Main St,Waterloo,Ontario,L91A2,,Theft,2,Under Investigation,A. Brown,16,Yes,Yes,2025-04-28,2025-04-28,,9,MG300538,Synthetic training record
C100539,S200539,Ethan,,Taylor,,Female,Black,Canadian,1987-02-14,39,179,84,Hazel,Black,Light,B+,Right,Forearm scar,Dragon,None,Unknown,Married,888 Main St,Hamilton,Ontario,L83A9,555-2466,Burglary,3,Under Investigation,L. Chen,2,No,No,2025-10-27,2025-10-21,,2,MG300539,Synthetic training record
C100540,S200540,Param,,Chen,,Female,Black,Canadian,1971-09-17,55,161,98,Blue,Blonde,Light,B+,Left,Forearm scar,None,Mustache,Unknown,Married,160 Main St,Ottawa,Ontario,L28A4,555-4678,Burglary,3,Open,L. Chen,18,No,Yes,2024-05-09,2024-05-09,,11,MG300540,Synthetic training record
C100541,S200541,Ava,,Martin,,Male,White,Canadian,1968-02-28,58,186,65,Brown,Brown,Medium,A-,Left,Forearm scar,Tribal,None,Unknown,Married,333 Main St,Brampton,Ontario,L76A8,555-8834,Theft,3,Closed,S. Patel,2,Yes,Yes,2024-10-01,2024-09-22,2024-12-17,18,MG300541,Synthetic training record
C100542,S200542,Noah,,Wilson,,Female,White,Canadian,1970-10-11,56,196,118,Green,Red,Dark,A-,Right,None,Tribal,Mustache,Unknown,Married,854 Main St,Toronto,Ontario,L72A8,555-1943,Cybercrime,2,Open,S. Patel,17,No,No,2025-05-28,2025-05-25,,4,MG300542,Synthetic training record
C100543,S200543,Lucas,,Smith,,Female,Latino,Canadian,1964-07-23,62,185,54,Hazel,Black,Light,O+,Left,Forearm scar,Tribal,Mustache,Unknown,Single,339 Main St,Toronto,Ontario,L39A7,555-1971,Fraud,4,Closed,A. Brown,18,Yes,No,2025-07-19,2025-07-17,2026-02-26,10,MG300543,Synthetic training record
C100544,S200544,Mason,,Taylor,,Male,Middle Eastern,Canadian,1959-02-15,67,195,76,Blue,Brown,Dark,AB+,Right,Forearm scar,Rose,None,Unknown,Married,463 Main St,Brampton,Ontario,L98A6,555-5471,Theft,1,Closed,L. Chen,11,No,No,2025-01-19,2025-01-09,2025-10-08,12,MG300544,Synthetic training record
C100545,S200545,Aiden,,Johnson,,Female,White,Canadian,1986-02-11,40,174,88,Blue,Black,Medium,O+,Left,Forearm scar,Tribal,Mustache,Unknown,Married,13 Main St,Hamilton,Ontario,L84A9,555-1983,Burglary,1,Open,M. Singh,13,Yes,No,2025-12-20,2025-12-17,,10,MG300545,Synthetic training record
C100546,S200546,Ethan,,Williams,,Female,Middle Eastern,Canadian,2000-12-16,26,176,116,Green,Brown,Light,AB+,Right,Forearm scar,Tribal,None,Unknown,Married,631 Main St,Waterloo,Ontario,L26A2,555-9657,Fraud,2,Open,A. Brown,11,No,No,2024-07-07,2024-06-28,,15,MG300546,Synthetic training record
C100547,S200547,Olivia,,Smith,,Male,Indigenous,Canadian,1967-10-25,59,155,76,Brown,Black,Light,O+,Left,Small scar,None,Beard,Unknown,Single,232 Main St,Mississauga,Ontario,L43A7,555-5266,Fraud,1,Closed,L. Chen,16,No,No,2025-09-12,2025-09-07,2025-09-27,13,MG300547,Synthetic training record
C100548,S200548,Ava,,Smith,,Male,East Asian,Canadian,1963-01-20,63,183,102,Green,Black,Light,A-,Left,Small scar,Tribal,None,Unknown,Married,916 Main St,Hamilton,Ontario,L27A9,555-4050,Cybercrime,3,Closed,M. Singh,3,No,Yes,2024-03-09,2024-03-07,2024-05-14,15,MG300548,Synthetic training record
C100549,S200549,Noah,,Smith,,Female,Black,Canadian,2006-02-21,20,174,87,Brown,Gray,Dark,B+,Right,Forearm scar,None,Beard,Unknown,Single,835 Main St,Toronto,Ontario,L54A4,555-5320,Assault,2,Open,L. Chen,7,Yes,Yes,2024-07-21,2024-07-19,,11,MG300549,Synthetic training record
C100550,S200550,Noah,,Chen,,Female,Black,Canadian,1984-02-15,42,188,79,Hazel,Brown,Medium,A+,Left,Small scar,Dragon,Beard,Unknown,Single,320 Main St,London,Ontario,L49A1,555-6413,Robbery,2,Open,A. Brown,24,No,Yes,2024-04-20,2024-04-11,,20,MG300550,Synthetic training record
C100551,S200551,Mason,,Wilson,,Male,Latino,Canadian,1994-08-07,32,161,56,Hazel,Blonde,Dark,B+,Left,Forearm scar,Dragon,Beard,Unknown,Single,957 Main St,Mississauga,Ontario,L11A0,555-9408,Fraud,3,Under Investigation,S. Patel,2,No,No,2025-02-20,2025-02-12,,8,MG300551,Synthetic training record
C100552,S200552,Lucas,,Patel,,Male,East Asian,Canadian,1986-01-15,40,182,109,Brown,Black,Dark,A-,Left,None,Tribal,None,Unknown,Single,261 Main St,Mississauga,Ontario,L65A9,555-4396,Cybercrime,2,Open,A. Brown,19,Yes,No,2025-07-12,2025-07-04,,8,MG300552,Synthetic training record
C100553,S200553,Amelia,,Lee,,Female,Black,Canadian,1957-06-26,69,159,90,Brown,Blonde,Dark,O+,Left,Forearm scar,Dragon,None,Unknown,Married,92 Main St,Waterloo,Ontario,L32A3,555-8562,Vandalism,3,Under Investigation,S. Patel,1,No,No,2024-03-27,2024-03-25,,17,MG300553,Synthetic training record
C100554,S200554,Amelia,,Williams,,Male,Indigenous,Canadian,1972-09-17,54,158,101,Green,Blonde,Medium,AB+,Right,None,Tribal,Mustache,Unknown,Married,723 Main St,London,Ontario,L24A1,555-6611,Vandalism,2,Under Investigation,S. Patel,3,No,Yes,2026-03-28,2026-03-22,,17,MG300554,Synthetic training record
C100555,S200555,Ava,,Patel,,Female,Latino,Canadian,1971-09-12,55,195,51,Hazel,Blonde,Medium,B+,Left,None,None,Mustache,Unknown,Married,990 Main St,Toronto,Ontario,L76A8,555-3856,Assault,1,Under Investigation,M. Singh,13,No,Yes,2024-12-01,2024-11-26,,2,MG300555,Synthetic training record
C100556,S200556,Olivia,,Wilson,,Male,East Asian,Canadian,1965-10-11,61,164,55,Hazel,Blonde,Medium,A-,Left,Forearm scar,None,Beard,Unknown,Single,593 Main St,Waterloo,Ontario,L86A3,555-3302,Fraud,4,Closed,A. Brown,1,Yes,No,2025-10-10,2025-10-09,2025-12-02,9,MG300556,Synthetic training record
C100557,S200557,Emma,,Johnson,,Female,White,Canadian,1974-10-11,52,192,119,Hazel,Red,Medium,O+,Left,Forearm scar,None,None,Unknown,Single,689 Main St,Toronto,Ontario,L84A8,555-1575,Cybercrime,1,Under Investigation,L. Chen,8,Yes,No,2024-05-26,2024-05-20,,19,MG300557,Synthetic training record
C100558,S200558,Mia,,Taylor,,Female,Middle Eastern,Canadian,1984-07-11,42,154,112,Hazel,Black,Medium,B+,Right,Forearm scar,Rose,Beard,Unknown,Married,91 Main St,Brampton,Ontario,L26A3,555-8846,Vandalism,4,Closed,S. Patel,8,Yes,No,2024-12-02,2024-11-24,2025-04-03,17,MG300558,Synthetic training record
C100559,S200559,Ethan,,Smith,,Male,White,Canadian,1985-02-04,41,190,71,Blue,Black,Dark,AB+,Left,Forearm scar,None,Mustache,Unknown,Single,709 Main St,London,Ontario,L42A7,555-4565,Fraud,4,Closed,A. Brown,14,No,No,2026-01-20,2026-01-13,2026-07-19,20,MG300559,Synthetic training record
C100560,S200560,Lucas,,Martin,,Female,Middle Eastern,Canadian,2000-10-27,26,165,92,Brown,Blonde,Light,A-,Left,Small scar,Rose,Beard,Unknown,Married,218 Main St,Brampton,Ontario,L43A6,555-9334,Cybercrime,3,Closed,M. Singh,17,No,No,2025-01-16,2025-01-06,2025-01-17,18,MG300560,Synthetic training record
C100561,S200561,Priya,,Smith,,Female,Latino,Canadian,1994-03-17,32,196,63,Hazel,Red,Light,A-,Right,None,Tribal,Mustache,Unknown,Single,436 Main St,Brampton,Ontario,L92A1,555-6202,Theft,5,Closed,A. Brown,7,No,No,2025-10-09,2025-10-09,2026-02-06,17,MG300561,Synthetic training record
C100562,S200562,Arjun,,Patel,,Female,Middle Eastern,Canadian,2006-02-01,20,187,120,Brown,Red,Light,O+,Left,Forearm scar,Tribal,Mustache,Unknown,Single,675 Main St,Mississauga,Ontario,L42A4,555-7384,Cybercrime,2,Under Investigation,M. Singh,24,No,Yes,2024-04-27,2024-04-27,,12,MG300562,Synthetic training record
C100563,S200563,Sophia,,Chen,,Male,East Asian,Canadian,1965-07-10,61,186,76,Green,Red,Dark,A+,Right,None,Dragon,Mustache,Unknown,Single,561 Main St,Mississauga,Ontario,L40A9,555-5164,Fraud,1,Under Investigation,S. Patel,13,No,Yes,2026-04-17,2026-04-08,,5,MG300563,Synthetic training record
C100564,S200564,Arjun,,Chen,,Female,White,Canadian,1988-05-15,38,200,73,Blue,Brown,Light,O+,Right,Small scar,Tribal,Mustache,Unknown,Married,508 Main St,Hamilton,Ontario,L94A5,555-1382,Burglary,4,Closed,J. Carter,3,No,Yes,2026-03-08,2026-03-08,2026-12-05,18,MG300564,Synthetic training record
C100565,S200565,Emma,,Garcia,,Male,White,Canadian,1994-09-13,32,192,76,Green,Gray,Medium,A+,Left,None,Tribal,Mustache,Unknown,Single,916 Main St,Toronto,Ontario,L91A6,555-2261,Cybercrime,4,Closed,S. Patel,15,Yes,No,2025-10-05,2025-09-28,2025-10-17,8,MG300565,Synthetic training record
C100566,S200566,Mia,,Chen,,Male,East Asian,Canadian,1966-09-09,60,169,80,Brown,Brown,Light,AB+,Right,Forearm scar,Rose,Beard,Unknown,Married,460 Main St,Mississauga,Ontario,L24A5,555-8205,Robbery,5,Under Investigation,A. Brown,2,Yes,No,2026-01-23,2026-01-23,,8,MG300566,Synthetic training record
C100567,S200567,Emma,,Wilson,,Female,South Asian,Canadian,1966-02-22,60,165,92,Hazel,Gray,Dark,B+,Left,Small scar,None,Beard,Unknown,Single,56 Main St,Waterloo,Ontario,L71A3,555-8928,Theft,4,Open,J. Carter,3,Yes,Yes,2025-11-21,2025-11-17,,8,MG300567,Synthetic training record
C100568,S200568,Amelia,,Garcia,,Female,Black,Canadian,1992-03-07,34,150,116,Green,Black,Medium,O+,Right,Small scar,Dragon,Mustache,Unknown,Married,166 Main St,Hamilton,Ontario,L27A8,555-6583,Assault,3,Closed,M. Singh,15,Yes,Yes,2024-09-03,2024-08-27,2025-02-26,3,MG300568,Synthetic training record
C100569,S200569,Ethan,,Lee,,Female,Black,Canadian,1995-12-28,31,196,107,Brown,Black,Light,O+,Left,Small scar,Tribal,None,Unknown,Single,95 Main St,London,Ontario,L59A3,555-2835,Fraud,5,Closed,M. Singh,13,No,No,2025-07-30,2025-07-28,2025-08-19,10,MG300569,Synthetic training record
C100570,S200570,Emma,,Johnson,,Female,Middle Eastern,Canadian,1959-04-01,67,193,80,Green,Black,Light,B+,Right,Small scar,Rose,Beard,Unknown,Single,179 Main St,Mississauga,Ontario,L87A4,555-5973,Assault,5,Open,L. Chen,9,Yes,Yes,2026-01-25,2026-01-22,,3,MG300570,Synthetic training record
C100571,S200571,Arjun,,Patel,,Female,South Asian,Canadian,1971-12-08,55,192,91,Blue,Blonde,Light,O+,Left,None,Tribal,None,Unknown,Single,147 Main St,Ottawa,Ontario,L66A5,555-2981,Fraud,4,Open,M. Singh,21,Yes,No,2025-07-22,2025-07-18,,9,MG300571,Synthetic training record
C100572,S200572,Olivia,,Wilson,,Male,Middle Eastern,Canadian,1986-04-01,40,158,80,Hazel,Blonde,Dark,A-,Left,None,Dragon,Mustache,Unknown,Married,79 Main St,Toronto,Ontario,L84A4,555-1871,Assault,4,Open,S. Patel,14,No,Yes,2024-11-03,2024-10-25,,20,MG300572,Synthetic training record
C100573,S200573,Mia,,Chen,,Male,Indigenous,Canadian,1961-11-14,65,177,80,Hazel,Brown,Medium,A-,Right,Forearm scar,Dragon,Beard,Unknown,Single,64 Main St,Mississauga,Ontario,L59A1,555-5543,Assault,1,Open,A. Brown,16,Yes,Yes,2025-04-14,2025-04-06,,10,MG300573,Synthetic training record
C100574,S200574,Sophia,,Taylor,,Female,East Asian,Canadian,1979-06-07,47,184,112,Green,Black,Light,O+,Left,None,Rose,None,Unknown,Single,580 Main St,Waterloo,Ontario,L88A3,555-5254,Burglary,4,Closed,S. Patel,12,Yes,No,2024-09-20,2024-09-18,2024-11-20,2,MG300574,Synthetic training record
C100575,S200575,Ethan,,Chen,,Male,South Asian,Canadian,2008-11-13,18,195,73,Brown,Blonde,Medium,A-,Right,Small scar,Tribal,None,Unknown,Single,611 Main St,Mississauga,Ontario,L48A9,555-4054,Assault,1,Open,A. Brown,1,Yes,No,2025-03-23,2025-03-19,,15,MG300575,Synthetic training record
C100576,S200576,Liam,,Martin,,Male,East Asian,Canadian,1976-08-15,50,179,90,Hazel,Red,Medium,O+,Left,None,Rose,None,Unknown,Single,905 Main St,Hamilton,Ontario,L40A4,,Burglary,2,Under Investigation,A. Brown,8,No,Yes,2025-02-05,2025-02-01,,2,MG300576,Synthetic training record
C100577,S200577,Amelia,,Chen,,Male,Middle Eastern,Canadian,2006-12-17,20,164,76,Green,Black,Medium,A+,Left,Small scar,Rose,Beard,Unknown,Married,569 Main St,Waterloo,Ontario,L19A2,555-2145,Burglary,3,Closed,L. Chen,2,No,No,2026-03-08,2026-03-02,2026-10-03,4,MG300577,Synthetic training record
